customer_id,last_purchase_date,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_string,rfm_total,segment
13663,2011-06-13 15:44:00,179,1,189.47,1,1,1,111,3,Lost
17349,2011-06-13 14:29:00,179,1,110.75,1,1,1,111,3,Lost
14573,2011-06-13 11:15:00,179,1,1653.42,1,4,4,144,9,Cannot Lose Them
13936,2011-06-13 08:47:00,179,1,376.58,2,2,2,222,6,Lost
17749,2011-06-14 15:45:00,178,1,674.52,2,3,3,233,8,At-Risk
15912,2011-06-14 14:29:00,178,1,264.62,2,2,2,222,6,Lost
17179,2011-06-14 16:48:00,178,1,711.79,2,3,3,233,8,At-Risk
13476,2011-06-14 12:00:00,178,1,1238.47,2,4,4,244,10,Cannot Lose Them
12809,2011-06-15 10:51:00,177,1,489.31,2,2,2,222,6,Lost
16644,2011-06-15 12:39:00,177,1,833.78,2,3,3,233,8,At-Risk
15574,2011-06-15 12:01:00,177,1,702.25,2,3,3,233,8,At-Risk
17536,2011-06-15 13:23:00,177,1,76.50,2,1,1,211,4,Lost
16461,2011-06-15 12:07:00,177,1,151.42,2,1,1,211,4,Lost
13343,2011-06-15 12:24:00,177,1,353.43,2,2,2,222,6,Lost
14222,2011-06-15 16:42:00,177,1,683.17,2,3,3,233,8,At-Risk
18165,2011-06-15 13:23:00,177,1,302.46,2,2,2,222,6,Lost
15219,2011-06-16 16:57:00,176,1,305.75,2,2,2,222,6,Lost
15585,2011-06-16 08:38:00,176,1,455.30,2,2,2,222,6,Lost
17446,2011-06-16 10:42:00,176,1,120.90,2,1,1,211,4,Lost
16739,2011-06-16 09:17:00,176,1,323.00,2,2,2,222,6,Lost
12908,2011-06-16 15:39:00,176,1,750.00,2,3,3,233,8,At-Risk
13951,2011-06-16 16:43:00,176,1,674.45,2,3,3,233,8,At-Risk
16257,2011-06-16 10:11:00,176,1,46.95,2,1,1,211,4,Lost
13826,2011-06-16 13:48:00,176,1,189.50,2,1,1,211,4,Lost
18168,2011-06-16 19:21:00,176,1,1169.94,2,4,4,244,10,Cannot Lose Them
16276,2011-06-16 09:34:00,176,1,810.60,2,3,3,233,8,At-Risk
14037,2011-06-16 13:57:00,176,1,147.20,2,1,1,211,4,Lost
17204,2011-06-17 14:46:00,175,1,1564.56,2,4,4,244,10,Cannot Lose Them
14491,2011-06-17 15:22:00,175,1,340.93,2,2,2,222,6,Lost
16050,2011-06-19 11:44:00,173,1,137.90,2,1,1,211,4,Lost
17879,2011-06-19 12:36:00,173,1,178.52,2,1,1,211,4,Lost
15535,2011-06-19 16:02:00,173,1,536.40,2,3,3,233,8,At-Risk
13568,2011-06-19 14:42:00,173,1,192.85,2,1,1,211,4,Lost
14162,2011-06-19 11:36:00,173,1,289.36,2,2,2,222,6,Lost
16484,2011-06-19 12:06:00,173,1,404.30,2,2,2,222,6,Lost
13005,2011-06-19 10:53:00,173,1,513.70,2,3,3,233,8,At-Risk
13618,2011-06-19 11:09:00,173,1,177.34,2,1,1,211,4,Lost
12837,2011-06-19 16:07:00,173,1,134.10,2,1,1,211,4,Lost
16805,2011-06-19 11:23:00,173,1,460.59,2,2,2,222,6,Lost
18062,2011-06-19 14:47:00,173,1,720.52,2,3,3,233,8,At-Risk
17616,2011-06-19 10:11:00,173,1,571.20,2,3,3,233,8,At-Risk
15909,2011-06-19 10:38:00,173,1,191.94,2,1,1,211,4,Lost
15016,2011-06-20 12:06:00,172,1,170.04,2,1,1,211,4,Lost
15280,2011-06-20 17:14:00,172,1,113.12,2,1,1,211,4,Lost
15921,2011-06-20 11:03:00,172,1,336.03,2,2,2,222,6,Lost
15389,2011-06-20 16:18:00,172,1,500.00,2,3,3,233,8,At-Risk
15700,2011-06-20 16:53:00,172,1,696.68,2,3,3,233,8,At-Risk
15825,2011-06-20 13:27:00,172,1,532.94,2,3,3,233,8,At-Risk
16320,2011-06-20 15:25:00,172,1,1038.46,2,4,4,244,10,Cannot Lose Them
17897,2011-06-20 11:23:00,172,1,566.60,2,3,3,233,8,At-Risk
15076,2011-06-20 08:23:00,172,1,880.85,2,3,3,233,8,At-Risk
18260,2011-06-20 12:37:00,172,1,2643.20,2,5,5,255,12,Cannot Lose Them
15412,2011-06-21 15:24:00,171,1,190.53,2,1,1,211,4,Lost
16526,2011-06-21 12:02:00,171,1,290.36,2,2,2,222,6,Lost
15507,2011-06-21 11:19:00,171,1,492.36,2,3,3,233,8,At-Risk
17960,2011-06-21 14:15:00,171,1,73.78,2,1,1,211,4,Lost
14998,2011-06-22 17:30:00,170,1,429.87,2,2,2,222,6,Lost
15041,2011-06-22 16:16:00,170,1,180.35,2,1,1,211,4,Lost
14643,2011-06-22 14:41:00,170,1,693.81,2,3,3,233,8,At-Risk
17877,2011-06-22 13:00:00,170,1,237.61,2,1,1,211,4,Lost
16247,2011-06-22 14:23:00,170,1,114.56,2,1,1,211,4,Lost
16114,2011-06-22 10:13:00,170,1,135.75,2,1,1,211,4,Lost
16214,2011-06-22 11:30:00,170,1,1062.75,2,4,4,244,10,Cannot Lose Them
15384,2011-06-23 10:57:00,169,1,642.41,2,3,3,233,8,At-Risk
13300,2011-06-23 13:09:00,169,1,371.89,2,2,2,222,6,Lost
16287,2011-06-23 09:08:00,169,1,142.50,2,1,1,211,4,Lost
15130,2011-06-23 10:15:00,169,1,330.11,2,2,2,222,6,Lost
17709,2011-06-23 11:55:00,169,1,137.45,2,1,1,211,4,Lost
14584,2011-06-23 18:33:00,169,1,1042.26,2,4,4,244,10,Cannot Lose Them
13937,2011-06-23 16:35:00,169,1,158.85,2,1,1,211,4,Lost
15379,2011-06-23 13:13:00,169,1,3703.29,2,5,5,255,12,Cannot Lose Them
13929,2011-06-23 15:26:00,169,1,842.65,2,3,3,233,8,At-Risk
17630,2011-06-23 11:58:00,169,1,503.60,2,3,3,233,8,At-Risk
16647,2011-06-23 11:47:00,169,1,214.06,2,1,1,211,4,Lost
14656,2011-06-23 13:51:00,169,1,291.05,2,2,2,222,6,Lost
15258,2011-06-24 12:30:00,168,1,623.16,2,3,3,233,8,At-Risk
15665,2011-06-24 14:57:00,168,1,2242.01,2,5,5,255,12,Cannot Lose Them
13856,2011-06-24 10:03:00,168,1,388.50,2,2,2,222,6,Lost
17704,2011-06-24 09:40:00,168,1,885.19,2,3,3,233,8,At-Risk
12548,2011-06-26 15:35:00,166,1,95.20,2,1,1,211,4,Lost
14795,2011-06-26 13:04:00,166,1,131.45,2,1,1,211,4,Lost
15644,2011-06-26 14:54:00,166,1,813.00,2,3,3,233,8,At-Risk
17969,2011-06-26 13:00:00,166,1,228.20,2,1,1,211,4,Lost
15976,2011-06-27 13:00:00,165,1,430.94,2,2,2,222,6,Lost
12493,2011-06-27 10:17:00,165,1,433.74,2,2,2,222,6,Lost
17980,2011-06-27 12:01:00,165,1,811.45,2,3,3,233,8,At-Risk
18193,2011-06-27 13:58:00,165,1,243.76,2,1,1,211,4,Lost
13453,2011-06-27 09:34:00,165,1,356.98,2,2,2,222,6,Lost
17110,2011-06-27 12:58:00,165,1,163.30,2,1,1,211,4,Lost
16473,2011-06-28 09:10:00,164,1,316.11,2,2,2,222,6,Lost
15146,2011-06-28 12:09:00,164,1,1327.16,2,4,4,244,10,Cannot Lose Them
13656,2011-06-28 10:31:00,164,1,379.65,2,2,2,222,6,Lost
14481,2011-06-28 10:38:00,164,1,636.51,2,3,3,233,8,At-Risk
16545,2011-06-28 10:37:00,164,1,339.30,2,2,2,222,6,Lost
14351,2011-06-28 11:56:00,164,1,51.00,2,1,1,211,4,Lost
16801,2011-06-29 15:33:00,163,1,1619.73,2,4,4,244,10,Cannot Lose Them
14327,2011-06-29 13:58:00,163,1,311.65,2,2,2,222,6,Lost
16553,2011-06-29 15:42:00,163,1,5719.82,2,5,5,255,12,Cannot Lose Them
15537,2011-06-29 13:10:00,163,1,110.92,2,1,1,211,4,Lost
17391,2011-06-29 09:58:00,163,1,508.80,2,3,3,233,8,At-Risk
17408,2011-06-29 12:53:00,163,1,32.65,2,1,1,211,4,Lost
14803,2011-06-30 13:58:00,162,1,845.55,2,3,3,233,8,At-Risk
15578,2011-06-30 13:03:00,162,1,127.10,2,1,1,211,4,Lost
14267,2011-06-30 10:09:00,162,1,1516.24,2,4,4,244,10,Cannot Lose Them
17891,2011-06-30 20:08:00,162,1,203.86,2,1,1,211,4,Lost
13745,2011-06-30 16:43:00,162,1,300.04,2,2,2,222,6,Lost
12424,2011-06-30 12:06:00,162,1,1760.96,2,4,4,244,10,Cannot Lose Them
12922,2011-07-01 15:35:00,161,1,405.38,2,2,2,222,6,Lost
14016,2011-07-01 11:29:00,161,1,4341.21,2,5,5,255,12,Cannot Lose Them
16498,2011-07-01 15:07:00,161,1,100.97,2,1,1,211,4,Lost
15483,2011-07-01 13:07:00,161,1,233.81,2,1,1,211,4,Lost
17123,2011-07-01 10:47:00,161,1,345.30,2,2,2,222,6,Lost
14338,2011-07-01 14:08:00,161,1,588.22,2,3,3,233,8,At-Risk
17505,2011-07-01 12:50:00,161,1,1145.84,2,4,4,244,10,Cannot Lose Them
13833,2011-07-03 13:27:00,159,1,384.80,2,2,2,222,6,Lost
15007,2011-07-03 16:00:00,159,1,156.91,2,1,1,211,4,Lost
17105,2011-07-03 15:53:00,159,1,665.78,2,3,3,233,8,At-Risk
17899,2011-07-03 14:58:00,159,1,155.80,2,1,1,211,4,Lost
17939,2011-07-03 12:27:00,159,1,99.14,2,1,1,211,4,Lost
17781,2011-07-03 16:00:00,159,1,188.02,2,1,1,211,4,Lost
17464,2011-07-04 13:19:00,158,1,289.96,2,2,2,222,6,Lost
15349,2011-07-04 16:06:00,158,1,473.81,2,2,2,222,6,Lost
16344,2011-07-04 15:50:00,158,1,101.10,2,1,1,211,4,Lost
17765,2011-07-04 12:41:00,158,1,371.88,2,2,2,222,6,Lost
14905,2011-07-05 12:41:00,157,1,616.15,2,3,3,233,8,At-Risk
18203,2011-07-05 13:07:00,157,1,160.42,2,1,1,211,4,Lost
18142,2011-07-05 13:19:00,157,1,1019.52,2,4,4,244,10,Cannot Lose Them
14352,2011-07-05 15:41:00,157,1,1078.96,2,4,4,244,10,Cannot Lose Them
13085,2011-07-05 12:11:00,157,1,416.08,2,2,2,222,6,Lost
13338,2011-07-05 09:06:00,157,1,487.02,2,2,2,222,6,Lost
12980,2011-07-05 09:34:00,157,1,7374.90,2,5,5,255,12,Cannot Lose Them
16338,2011-07-05 13:56:00,157,1,214.80,2,1,1,211,4,Lost
16146,2011-07-05 14:20:00,157,1,734.13,2,3,3,233,8,At-Risk
17046,2011-07-05 14:24:00,157,1,642.02,2,3,3,233,8,At-Risk
15646,2011-07-05 09:53:00,157,1,447.64,2,2,2,222,6,Lost
12450,2011-07-06 14:41:00,156,1,197.88,2,1,1,211,4,Lost
15889,2011-07-06 11:10:00,156,1,446.87,2,2,2,222,6,Lost
16829,2011-07-06 10:48:00,156,1,197.22,2,1,1,211,4,Lost
14645,2011-07-06 09:15:00,156,1,597.09,2,3,3,233,8,At-Risk
17440,2011-07-06 11:54:00,156,1,186.42,2,1,1,211,4,Lost
12977,2011-07-06 16:40:00,156,1,39.24,2,1,1,211,4,Lost
15334,2011-07-06 11:22:00,156,1,351.67,2,2,2,222,6,Lost
16919,2011-07-06 13:35:00,156,1,2596.45,2,5,5,255,12,Cannot Lose Them
17341,2011-07-06 12:33:00,156,1,781.36,2,3,3,233,8,At-Risk
13253,2011-07-06 10:09:00,156,1,1030.40,2,4,4,244,10,Cannot Lose Them
13302,2011-07-07 17:56:00,155,1,63.75,2,1,1,211,4,Lost
14021,2011-07-07 15:46:00,155,1,631.90,2,3,3,233,8,At-Risk
15512,2011-07-07 10:20:00,155,1,121.00,2,1,1,211,4,Lost
14459,2011-07-07 13:35:00,155,1,1837.92,2,4,4,244,10,Cannot Lose Them
13291,2011-07-07 10:36:00,155,1,361.11,2,2,2,222,6,Lost
13583,2011-07-07 10:40:00,155,1,781.03,2,3,3,233,8,At-Risk
13699,2011-07-07 16:51:00,155,1,308.58,2,2,2,222,6,Lost
18013,2011-07-07 14:11:00,155,1,187.29,2,1,1,211,4,Lost
13955,2011-07-08 17:19:00,154,1,322.96,2,2,2,222,6,Lost
15920,2011-07-08 15:31:00,154,1,167.50,2,1,1,211,4,Lost
16398,2011-07-08 15:16:00,154,1,1705.80,2,4,4,244,10,Cannot Lose Them
14264,2011-07-08 10:20:00,154,1,333.97,2,2,2,222,6,Lost
16091,2011-07-08 08:45:00,154,1,315.06,2,2,2,222,6,Lost
18037,2011-07-08 13:39:00,154,1,70.02,2,1,1,211,4,Lost
15182,2011-07-08 13:37:00,154,1,622.85,2,3,3,233,8,At-Risk
12648,2011-07-08 11:55:00,154,1,318.05,2,2,2,222,6,Lost
14104,2011-07-08 12:50:00,154,1,216.21,2,1,1,211,4,Lost
17126,2011-07-10 13:52:00,152,1,1004.75,2,4,4,244,10,Cannot Lose Them
18024,2011-07-10 12:40:00,152,1,389.78,2,2,2,222,6,Lost
17787,2011-07-10 11:24:00,152,1,1865.19,2,4,4,244,10,Cannot Lose Them
15577,2011-07-11 17:03:00,151,1,258.88,2,2,2,222,6,Lost
17337,2011-07-11 14:55:00,151,1,2027.87,2,4,4,244,10,Cannot Lose Them
15265,2011-07-11 14:46:00,151,1,1506.12,2,4,4,244,10,Cannot Lose Them
15045,2011-07-11 11:33:00,151,1,735.66,2,3,3,233,8,At-Risk
13678,2011-07-11 10:14:00,151,1,232.60,2,1,1,211,4,Lost
13675,2011-07-11 12:57:00,151,1,486.82,2,2,2,222,6,Lost
12717,2011-07-11 14:47:00,151,1,1030.98,2,4,4,244,10,Cannot Lose Them
13754,2011-07-11 11:51:00,151,1,282.60,2,2,2,222,6,Lost
14552,2011-07-11 12:49:00,151,1,165.07,2,1,1,211,4,Lost
14548,2011-07-12 12:19:00,150,1,652.80,2,3,3,233,8,At-Risk
12669,2011-07-12 09:54:00,150,1,2744.03,2,5,5,255,12,Cannot Lose Them
16998,2011-07-13 09:44:00,149,1,295.00,2,2,2,222,6,Lost
15895,2011-07-13 10:27:00,149,1,179.17,2,1,1,211,4,Lost
13667,2011-07-13 15:42:00,149,1,305.02,2,2,2,222,6,Lost
15795,2011-07-13 10:43:00,149,1,610.01,2,3,3,233,8,At-Risk
18121,2011-07-13 12:53:00,149,1,673.10,2,3,3,233,8,At-Risk
13420,2011-07-13 08:48:00,149,1,159.85,2,1,1,211,4,Lost
14400,2011-07-13 15:50:00,149,1,574.70,2,3,3,233,8,At-Risk
16450,2011-07-13 11:47:00,149,1,311.92,2,2,2,222,6,Lost
15402,2011-07-14 12:17:00,148,1,626.77,2,3,3,233,8,At-Risk
17259,2011-07-14 15:01:00,148,1,603.37,2,3,3,233,8,At-Risk
12405,2011-07-14 08:52:00,148,1,1710.39,2,4,4,244,10,Cannot Lose Them
12653,2011-07-14 10:41:00,148,1,2209.85,2,5,5,255,12,Cannot Lose Them
15256,2011-07-14 11:47:00,148,1,98.45,2,1,1,211,4,Lost
12915,2011-07-14 11:34:00,148,1,363.65,2,2,2,222,6,Lost
14847,2011-07-14 10:52:00,148,1,309.40,2,2,2,222,6,Lost
14891,2011-07-14 18:08:00,148,1,554.38,2,3,3,233,8,At-Risk
14461,2011-07-14 17:11:00,148,1,2103.06,2,5,5,255,12,Cannot Lose Them
14722,2011-07-15 14:58:00,147,1,187.92,2,1,1,211,4,Lost
12815,2011-07-15 10:21:00,147,1,1063.46,2,4,4,244,10,Cannot Lose Them
17444,2011-07-15 12:05:00,147,1,2940.04,2,5,5,255,12,Cannot Lose Them
17948,2011-07-15 12:58:00,147,1,358.56,2,2,2,222,6,Lost
14958,2011-07-15 14:20:00,147,1,499.68,2,3,3,233,8,At-Risk
15004,2011-07-15 14:05:00,147,1,1246.32,2,4,4,244,10,Cannot Lose Them
12833,2011-07-17 13:46:00,145,1,417.38,2,2,2,222,6,Lost
16054,2011-07-17 13:08:00,145,1,783.90,2,3,3,233,8,At-Risk
13967,2011-07-17 12:02:00,145,1,80.70,2,1,1,211,4,Lost
15716,2011-07-17 11:59:00,145,1,1118.81,2,4,4,244,10,Cannot Lose Them
17984,2011-07-17 15:59:00,145,1,152.68,2,1,1,211,4,Lost
13564,2011-07-18 14:33:00,144,1,1749.02,2,4,4,244,10,Cannot Lose Them
14758,2011-07-18 08:21:00,144,1,1484.06,2,4,4,244,10,Cannot Lose Them
13821,2011-07-18 09:49:00,144,1,385.64,2,2,2,222,6,Lost
16859,2011-07-18 12:19:00,144,1,747.81,2,3,3,233,8,At-Risk
15713,2011-07-19 13:34:00,143,1,356.70,2,2,2,222,6,Lost
14117,2011-07-19 09:49:00,143,1,90.00,2,1,1,211,4,Lost
12840,2011-07-19 09:29:00,143,1,2726.77,2,5,5,255,12,Cannot Lose Them
12875,2011-07-19 15:30:00,143,1,343.23,2,2,2,222,6,Lost
16112,2011-07-19 14:28:00,143,1,195.74,2,1,1,211,4,Lost
12947,2011-07-19 10:06:00,143,1,1603.99,2,4,4,244,10,Cannot Lose Them
12521,2011-07-20 10:51:00,142,1,599.68,2,3,3,233,8,At-Risk
17866,2011-07-20 11:07:00,142,1,329.65,2,2,2,222,6,Lost
16807,2011-07-20 12:00:00,142,1,1121.59,2,4,4,244,10,Cannot Lose Them
15802,2011-07-20 11:38:00,142,1,451.42,2,2,2,222,6,Lost
17962,2011-07-20 14:16:00,142,1,102.83,2,1,1,211,4,Lost
12510,2011-07-20 10:15:00,142,1,982.57,2,4,4,244,10,Cannot Lose Them
15623,2011-07-21 17:26:00,141,1,301.03,2,2,2,222,6,Lost
17660,2011-07-21 13:37:00,141,1,196.00,2,1,1,211,4,Lost
17694,2011-07-21 12:00:00,141,1,283.12,2,2,2,222,6,Lost
16654,2011-07-21 15:23:00,141,1,601.27,2,3,3,233,8,At-Risk
14259,2011-07-21 10:44:00,141,1,120.00,2,1,1,211,4,Lost
15108,2011-07-21 10:24:00,141,1,1300.25,2,4,4,244,10,Cannot Lose Them
15704,2011-07-22 13:35:00,140,1,2293.62,2,5,5,255,12,Cannot Lose Them
16866,2011-07-22 10:06:00,140,1,207.74,2,1,1,211,4,Lost
18146,2011-07-22 12:08:00,140,1,160.35,2,1,1,211,4,Lost
18262,2011-07-22 16:04:00,140,1,149.48,2,1,1,211,4,Lost
17649,2011-07-24 15:53:00,138,1,868.49,2,3,3,233,8,At-Risk
12763,2011-07-24 14:12:00,138,1,494.08,2,3,3,233,8,At-Risk
17312,2011-07-24 11:52:00,138,1,644.30,2,3,3,233,8,At-Risk
16178,2011-07-24 16:05:00,138,1,197.90,2,1,1,211,4,Lost
17935,2011-07-24 13:18:00,138,1,145.79,2,1,1,211,4,Lost
12864,2011-07-24 13:03:00,138,1,147.12,2,1,1,211,4,Lost
16948,2011-07-24 12:46:00,138,1,435.02,2,2,2,222,6,Lost
13037,2011-07-24 15:46:00,138,1,881.07,2,3,3,233,8,At-Risk
12916,2011-07-24 10:35:00,138,1,3006.15,2,5,5,255,12,Cannot Lose Them
16305,2011-07-24 12:18:00,138,1,361.22,2,2,2,222,6,Lost
17265,2011-07-24 10:49:00,138,1,562.90,2,3,3,233,8,At-Risk
13802,2011-07-24 10:54:00,138,1,4599.42,2,5,5,255,12,Cannot Lose Them
13116,2011-07-24 14:33:00,138,1,501.14,2,3,3,233,8,At-Risk
17040,2011-07-25 10:19:00,137,1,449.73,2,2,2,222,6,Lost
13296,2011-07-25 13:46:00,137,1,87.40,2,1,1,211,4,Lost
14692,2011-07-25 15:08:00,137,1,591.55,2,3,3,233,8,At-Risk
17693,2011-07-25 15:48:00,137,1,200.47,2,1,1,211,4,Lost
15372,2011-07-25 16:39:00,137,1,2007.40,2,4,4,244,10,Cannot Lose Them
14100,2011-07-25 11:01:00,137,1,194.90,2,1,1,211,4,Lost
13492,2011-07-26 14:25:00,136,1,1269.84,2,4,4,244,10,Cannot Lose Them
15855,2011-07-26 10:20:00,136,1,712.24,2,3,3,233,8,At-Risk
15261,2011-07-27 15:20:00,135,1,254.82,2,2,2,222,6,Lost
13194,2011-07-27 09:01:00,135,1,60.70,2,1,1,211,4,Lost
16447,2011-07-27 12:45:00,135,1,259.01,2,2,2,222,6,Lost
13730,2011-07-27 08:35:00,135,1,752.60,2,3,3,233,8,At-Risk
16696,2011-07-27 14:23:00,135,1,657.90,2,3,3,233,8,At-Risk
18151,2011-07-28 11:35:00,134,1,653.35,2,3,3,233,8,At-Risk
18268,2011-07-28 19:13:00,134,1,25.50,2,1,1,211,4,Lost
15639,2011-07-28 14:30:00,134,1,425.32,2,2,2,222,6,Lost
15245,2011-07-28 18:56:00,134,1,2515.84,2,5,5,255,12,Cannot Lose Them
12743,2011-07-28 16:21:00,134,1,546.43,2,3,3,233,8,At-Risk
14002,2011-07-28 15:55:00,134,1,529.73,2,3,3,233,8,At-Risk
16951,2011-07-28 12:05:00,134,1,1277.75,2,4,4,244,10,Cannot Lose Them
15746,2011-07-28 15:21:00,134,1,196.88,2,1,1,211,4,Lost
15118,2011-07-28 14:54:00,134,1,244.80,2,1,1,211,4,Lost
12453,2011-07-28 14:08:00,134,1,707.09,2,3,3,233,8,At-Risk
12507,2011-07-28 17:09:00,134,1,1304.81,2,4,4,244,10,Cannot Lose Them
12853,2011-07-28 11:29:00,134,1,1957.10,2,4,4,244,10,Cannot Lose Them
17931,2011-07-28 18:33:00,134,1,408.36,2,2,2,222,6,Lost
17926,2011-07-29 14:39:00,133,1,397.29,2,2,2,222,6,Lost
16147,2011-07-29 09:57:00,133,1,375.00,2,2,2,222,6,Lost
15120,2011-07-29 09:48:00,133,1,358.82,2,2,2,222,6,Lost
15942,2011-07-29 09:01:00,133,1,337.44,2,2,2,222,6,Lost
13414,2011-07-29 11:45:00,133,1,1390.50,2,4,4,244,10,Cannot Lose Them
15149,2011-07-29 10:58:00,133,1,520.80,2,3,3,233,8,At-Risk
14143,2011-07-29 09:48:00,133,1,115.80,2,1,1,211,4,Lost
18064,2011-07-29 16:39:00,133,1,814.00,2,3,3,233,8,At-Risk
15776,2011-07-29 13:46:00,133,1,241.62,2,1,1,211,4,Lost
13106,2011-07-29 15:12:00,133,1,76.50,2,1,1,211,4,Lost
17695,2011-07-31 10:40:00,131,1,765.34,2,3,3,233,8,At-Risk
13722,2011-07-31 12:44:00,131,1,2375.41,2,5,5,255,12,Cannot Lose Them
12942,2011-07-31 14:39:00,131,1,683.90,2,3,3,233,8,At-Risk
14885,2011-07-31 12:05:00,131,1,765.32,2,3,3,233,8,At-Risk
13388,2011-07-31 12:52:00,131,1,677.10,2,3,3,233,8,At-Risk
15438,2011-07-31 14:19:00,131,1,156.58,2,1,1,211,4,Lost
17615,2011-08-01 14:06:00,130,1,329.60,2,2,2,222,6,Lost
14403,2011-08-01 12:57:00,130,1,1475.81,2,4,4,244,10,Cannot Lose Them
17053,2011-08-01 10:23:00,130,1,498.48,2,3,3,233,8,At-Risk
17282,2011-08-01 14:29:00,130,1,1703.41,2,4,4,244,10,Cannot Lose Them
17941,2011-08-01 08:30:00,130,1,304.56,2,2,2,222,6,Lost
12534,2011-08-01 10:26:00,130,1,1089.18,2,4,4,244,10,Cannot Lose Them
17553,2011-08-02 10:00:00,129,1,1487.60,2,4,4,244,10,Cannot Lose Them
12378,2011-08-02 10:34:00,129,1,4008.62,2,5,5,255,12,Cannot Lose Them
17353,2011-08-02 17:19:00,129,1,1740.00,2,4,4,244,10,Cannot Lose Them
13850,2011-08-02 14:04:00,129,1,1595.48,2,4,4,244,10,Cannot Lose Them
17887,2011-08-02 17:29:00,129,1,111.35,2,1,1,211,4,Lost
12644,2011-08-02 10:33:00,129,1,477.91,2,2,2,222,6,Lost
14133,2011-08-02 11:34:00,129,1,605.64,2,3,3,233,8,At-Risk
15342,2011-08-02 10:19:00,129,1,406.09,2,2,2,222,6,Lost
13075,2011-08-02 10:19:00,129,1,919.61,2,3,3,233,8,At-Risk
14076,2011-08-02 15:19:00,129,1,122.47,2,1,1,211,4,Lost
17514,2011-08-03 15:45:00,128,1,208.65,2,1,1,211,4,Lost
12917,2011-08-03 16:42:00,128,1,594.00,2,3,3,233,8,At-Risk
18178,2011-08-03 09:30:00,128,1,1590.81,2,4,4,244,10,Cannot Lose Them
12643,2011-08-03 12:56:00,128,1,3344.64,2,5,5,255,12,Cannot Lose Them
16324,2011-08-03 12:58:00,128,1,428.68,2,2,2,222,6,Lost
16835,2011-08-03 13:50:00,128,1,180.85,2,1,1,211,4,Lost
12750,2011-08-03 09:13:00,128,1,275.88,2,2,2,222,6,Lost
15374,2011-08-03 09:59:00,128,1,168.00,2,1,1,211,4,Lost
14972,2011-08-03 14:54:00,128,1,114.77,2,1,1,211,4,Lost
17429,2011-08-03 13:22:00,128,1,524.92,2,3,3,233,8,At-Risk
12693,2011-08-04 17:51:00,127,1,855.91,2,3,3,233,8,At-Risk
14344,2011-08-04 13:51:00,127,1,889.93,2,3,3,233,8,At-Risk
17692,2011-08-04 14:01:00,127,1,740.94,2,3,3,233,8,At-Risk
17267,2011-08-04 17:22:00,127,1,317.62,2,2,2,222,6,Lost
13218,2011-08-04 16:59:00,127,1,62.64,2,1,1,211,4,Lost
16572,2011-08-04 16:34:00,127,1,1009.60,2,4,4,244,10,Cannot Lose Them
13791,2011-08-04 11:44:00,127,1,1516.00,2,4,4,244,10,Cannot Lose Them
17723,2011-08-04 18:37:00,127,1,3276.40,2,5,5,255,12,Cannot Lose Them
13402,2011-08-04 15:51:00,127,1,621.23,2,3,3,233,8,At-Risk
18099,2011-08-04 15:52:00,127,1,168.31,2,1,1,211,4,Lost
15254,2011-08-04 15:04:00,127,1,300.36,2,2,2,222,6,Lost
14778,2011-08-04 15:23:00,127,1,730.86,2,3,3,233,8,At-Risk
15133,2011-08-04 10:44:00,127,1,982.42,2,4,4,244,10,Cannot Lose Them
16302,2011-08-05 09:44:00,126,1,233.22,2,1,1,211,4,Lost
13513,2011-08-05 11:50:00,126,1,205.10,2,1,1,211,4,Lost
16174,2011-08-05 13:26:00,126,1,1009.55,2,4,4,244,10,Cannot Lose Them
17457,2011-08-05 12:48:00,126,1,1737.70,2,4,4,244,10,Cannot Lose Them
17400,2011-08-05 15:38:00,126,1,2129.96,2,5,5,255,12,Cannot Lose Them
13082,2011-08-05 16:16:00,126,1,3613.63,2,5,5,255,12,Cannot Lose Them
13248,2011-08-07 12:40:00,124,1,465.68,2,2,2,222,6,Lost
14331,2011-08-07 13:17:00,124,1,462.66,2,2,2,222,6,Lost
14079,2011-08-07 12:10:00,124,1,375.10,2,2,2,222,6,Lost
13752,2011-08-07 14:16:00,124,1,1186.28,2,4,4,244,10,Cannot Lose Them
14053,2011-08-07 14:27:00,124,1,260.25,2,2,2,222,6,Lost
17085,2011-08-08 14:15:00,123,1,1566.65,2,4,4,244,10,Cannot Lose Them
17331,2011-08-08 11:55:00,123,1,175.20,2,1,1,211,4,Lost
15985,2011-08-08 16:31:00,123,1,1142.42,2,4,4,244,10,Cannot Lose Them
16788,2011-08-08 14:53:00,123,1,597.48,2,3,3,233,8,At-Risk
13869,2011-08-08 13:53:00,123,1,3104.95,2,5,5,255,12,Cannot Lose Them
18248,2011-08-09 10:19:00,122,1,804.02,2,3,3,233,8,At-Risk
13355,2011-08-09 14:48:00,122,1,674.70,2,3,3,233,8,At-Risk
13162,2011-08-09 15:59:00,122,1,1688.29,2,4,4,244,10,Cannot Lose Them
13217,2011-08-09 15:32:00,122,1,533.98,2,3,3,233,8,At-Risk
15247,2011-08-09 12:52:00,122,1,356.00,2,2,2,222,6,Lost
14127,2011-08-09 10:49:00,122,1,709.71,2,3,3,233,8,At-Risk
13280,2011-08-09 13:14:00,122,1,814.86,2,3,3,233,8,At-Risk
17994,2011-08-10 11:41:00,121,1,678.49,2,3,3,233,8,At-Risk
